,cluster,userId
462,1,106850
463,3,106872
464,1,106876
465,2,106883
466,1,106896
467,1,106918
468,2,106930
469,3,106937
470,1,106939
471,1,106958
472,1,106969
473,1,106974
474,3,106975
475,2,106980
476,2,106986
477,3,106993
478,2,107020
479,2,107026
480,2,107041
481,1,107047
482,0,107048
483,1,107053
484,1,107058
485,1,107065
486,1,107076
487,2,107084
488,1,107086
489,1,107104
490,1,107106
491,1,107118
492,3,107137
493,3,107146
494,2,107152
495,3,107155
496,3,107202
497,1,107204
498,1,107205
499,1,107227
500,1,107260
501,1,107270
502,1,107281
503,1,107283
504,1,107284
505,1,107288
506,2,107306
507,1,107316
508,1,107332
509,1,107333
510,1,107367
511,2,107369
512,3,107384
513,1,107385
514,3,107418
515,0,107422
516,1,107426
517,1,107431
518,1,107434
519,3,107443
520,3,107474
521,0,107478
522,1,107488
523,1,107522
524,1,107532
525,1,107538
526,1,107555
527,1,107557
528,1,107562
529,1,107605
530,1,107612
531,2,107628
532,1,107635
533,1,107637
534,3,107645
535,1,107647
536,1,107654
537,3,107660
538,1,107672
539,1,107690
540,1,107695
541,1,107709
542,2,107719
543,1,107721
544,1,107742
545,1,107745
546,2,107772
547,3,107783
548,3,107787
549,2,107799
550,3,107821
551,0,107868
552,1,107915
553,1,107920
554,1,107935
555,1,107936
556,1,107945
557,3,107959
558,1,107985
559,1,107994
560,3,108013
561,2,108018
562,1,108080
563,1,108094
564,1,108101
565,3,108105
566,1,108110
567,1,108118
568,1,108119
569,3,108155
570,1,108175
571,1,108188
572,1,108203
573,3,108211
574,1,108251
575,3,108262
576,1,108265
577,2,108271
578,1,108280
579,2,108285
580,1,108330
581,1,108352
582,1,108379
583,1,108402
584,1,108419
585,1,108471
586,1,108498
587,2,108515
588,1,108516
589,1,108530
590,1,108532
591,1,108539
592,1,108546
593,1,108563
594,1,108575
595,1,108591
596,1,108609
597,1,108624
598,1,108646
599,1,108657
600,3,108666
601,2,108680
602,0,108685
603,1,108688
604,3,108731
605,3,108752
606,3,108754
607,2,108758
608,1,108790
609,1,108791
610,3,108792
611,1,108798
612,1,108800
613,2,108838
614,3,108856
615,1,108864
616,1,108876
617,1,108954
618,1,108987
619,1,108995
620,1,109011
621,3,109041
622,2,109063
623,3,109066
624,1,109074
625,1,109083
626,1,109085
627,1,109086
628,1,109087
629,1,109109
630,1,109124
631,0,109131
632,1,109134
633,1,109135
634,2,109147
635,1,109167
636,1,109169
637,2,109178
638,3,109218
639,1,109219
640,0,109230
641,1,109233
642,3,109266
643,1,109289
644,1,109293
645,0,109295
646,3,109317
647,1,109332
648,1,109335
649,1,109340
650,1,109341
651,3,109343
652,1,109380
653,3,109384
654,1,109401
655,2,109402
656,1,109410
657,1,109422
658,3,109423
659,1,109427
660,1,109441
661,2,109463
662,1,109468
663,3,109489
664,3,109507
665,0,109532
666,2,109556
667,1,109561
668,1,109569
669,1,109577
670,2,109598
671,3,109613
672,1,109617
673,1,109626
674,1,109628
675,1,109645
676,2,109655
677,2,109665
678,1,109666
679,1,109678
680,1,109684
681,1,109694
682,3,109696
683,0,109716
684,1,109718
685,2,109731
686,1,109763
687,3,109791
688,0,109815
689,2,109827
690,1,109871
691,1,109872
692,3,109881
693,1,109913
694,3,109914
695,3,109916
696,2,109929
697,2,109956
698,3,109968
699,1,109978
700,1,109981
701,1,110001
702,1,110002
703,1,110012
704,2,110014
705,1,110037
706,1,110038
707,3,110039
708,1,110047
709,1,110054
710,1,110064
711,1,110072
712,3,110074
713,1,110076
714,1,110077
715,0,110099
716,1,110100
717,1,110120
718,1,110139
719,1,110169
720,1,110174
721,1,110203
722,1,110220
723,3,110241
724,1,110246
725,1,110252
726,1,110271
727,2,110277
728,1,110296
729,1,110300
730,0,110301
731,3,110309
732,1,110324
733,2,110326
734,2,110334
735,1,110340
736,1,110342
737,3,110343
738,0,110357
739,1,110373
740,3,110386
741,1,110398
742,1,110399
743,2,110431
744,2,110447
745,1,110481
746,2,110484
747,1,110508
748,3,110525
749,3,110544
750,1,110561
751,1,110601
752,1,110613
753,1,110614
754,1,110635
755,2,110644
756,2,110669
757,3,110677
758,1,110691
759,1,110710
760,1,110721
761,1,110725
762,1,110729
763,1,110744
764,1,110758
765,3,110774
766,1,110796
767,1,110830
768,3,110832
769,1,110841
770,1,110843
771,1,110878
772,1,110903
773,3,110912
774,1,110919
775,3,110920
776,2,110933
777,1,110943
778,3,110955
779,3,110974
780,3,110980
781,3,110986
782,1,110988
783,1,111004
784,1,111041
785,1,111057
786,3,111058
787,1,111061
788,2,111074
789,3,111075
790,1,111083
791,0,111084
792,1,111085
793,1,111086
794,1,111094
795,1,111097
796,1,111100
797,1,111137
798,3,111141
799,3,111152
800,2,111156
801,1,111163
802,3,111187
803,3,111217
804,1,111223
805,1,111238
806,2,111262
807,1,111273
808,1,111285
809,1,111288
810,1,111293
811,1,111297
812,1,111305
813,1,111310
814,1,111317
815,1,111329
816,3,111337
817,1,111354
818,1,111357
819,2,111369
820,1,111398
821,1,111399
822,1,111401
823,1,111419
824,1,111427
825,1,111433
826,1,111440
827,1,111453
828,1,111463
829,2,111476
830,1,111503
831,0,111507
832,3,111527
833,1,111534
834,1,111554
835,1,111571
836,3,111599
837,0,111608
838,1,111611
839,3,111615
840,0,111620
841,1,111651
842,0,111667
843,1,111669
844,3,111680
845,2,111705
846,0,111710
847,1,111714
848,1,111721
849,3,111737
850,1,111749
851,1,111751
852,1,111765
853,1,111769
854,1,111770
855,1,111773
856,1,111779
857,1,111820
858,3,111824
859,1,111825
860,1,111836
861,1,111858
862,1,111869
863,3,111878
864,3,111879
865,1,111895
866,1,111901
867,1,111937
868,1,111960
869,1,111980
870,0,111988
871,1,111996
872,3,112010
873,1,112016
874,1,112028
875,2,112030
876,1,112035
877,3,112038
878,1,112040
879,1,112063
880,1,112078
881,1,112084
882,3,112088
883,1,112130
884,3,112133
885,3,112139
886,1,112152
887,0,112153
888,1,112179
889,1,112187
890,1,112193
891,1,112196
892,1,112223
893,1,112228
894,1,112241
895,3,112248
896,3,112287
897,1,112310
898,1,112333
899,1,112343
900,2,112344
901,2,112345
902,3,112361
903,1,112370
904,0,112371
905,2,112373
906,1,112389
907,3,112394
908,1,112397
909,1,112405
910,3,112406
911,3,112436
912,1,112441
913,3,112479
914,1,112491
915,2,112545
916,1,112551
917,1,112556
918,2,112560
919,2,112572
920,3,112586
921,1,112599
922,0,112600
923,1,112601
924,2,112604
925,1,112605
926,1,112648
927,1,112649
928,1,112661
929,1,112698
930,1,112707
931,1,112722
932,1,112728
933,3,112730
934,1,112731
935,3,112738
936,1,112749
937,1,112755
938,3,112779
939,3,112789
940,3,112820
941,3,112860
942,1,112861
943,1,112878
944,1,112891
945,0,112924
946,1,112930
947,1,112939
948,1,112947
949,1,112971
950,2,112982
951,2,112990
952,1,112992
953,1,112996
954,3,113031
955,3,113033
956,1,113034
957,2,113036
958,2,113039
959,1,113045
960,1,113056
961,1,113076
962,3,113079
963,1,113091
964,1,113097
965,2,113130
966,1,113132
967,1,113134
968,1,113138
969,2,113151
970,1,113154
971,1,113163
972,1,113178
973,1,113187
974,3,113188
975,1,113195
976,1,113200
977,2,113223
978,1,113250
979,1,113269
980,1,113286
981,1,113292
982,1,113318
983,1,113327
984,3,113336
985,1,113368
986,1,113376
987,1,113382
988,2,113384
989,3,113394
990,1,113399
991,2,113401
992,1,113403
993,0,113407
994,1,113429
995,1,113451
996,0,113454
997,1,113456
998,1,113462
999,1,113467
1000,2,113476
1001,3,113477
1002,1,113505
1003,1,113513
1004,1,113521
1005,2,113542
1006,1,113553
1007,1,113566
1008,1,113573
1009,2,113582
1010,1,113585
1011,3,113591
1012,1,113599
1013,3,113618
1014,2,113621
1015,0,113623
1016,0,113634
1017,3,113652
1018,3,113653
1019,1,113656
1020,2,113661
1021,1,113664
1022,1,113668
1023,1,113670
1024,1,113672
1025,3,113673
1026,2,113679
1027,0,113697
1028,1,113702
1029,1,113744
1030,1,113746
1031,3,113747
1032,2,113754
1033,1,113769
1034,1,113788
1035,3,113794
1036,1,113801
1037,1,113809
1038,1,113822
1039,3,113823
1040,0,113885
1041,3,113886
1042,3,113911
1043,1,113912
1044,3,113915
1045,3,113922
1046,1,113929
1047,3,113932
1048,3,113933
1049,1,113958
1050,1,113960
1051,3,113966
1052,1,113971
1053,2,114011
1054,3,114021
1055,1,114034
1056,1,114049
1057,3,114054
1058,1,114056
1059,1,114079
1060,3,114100
1061,1,114102
1062,1,114104
1063,1,114114
1064,1,114116
1065,1,114136
1066,1,114154
1067,2,114170
1068,3,114171
1069,1,114172
1070,1,114173
1071,3,114194
1072,1,114206
1073,1,114218
1074,0,114239
1075,1,114244
1076,1,114274
1077,1,114275
1078,2,114282
1079,3,114286
1080,1,114291
1081,3,114305
1082,1,114313
1083,1,114325
1084,3,114328
1085,3,114334
1086,0,114344
1087,1,114360
1088,3,114386
1089,1,114387
1090,2,114410
1091,2,114412
1092,1,114415
1093,2,114428
1094,3,114439
1095,1,114454
1096,1,114459
1097,3,114464
1098,3,114467
1099,1,114490
1100,1,114523
1101,1,114525
1102,1,114527
1103,2,114533
1104,3,114541
1105,2,114543
1106,1,114548
1107,1,114550
1108,3,114557
1109,1,114564
1110,1,114584
1111,3,114598
1112,1,114599
1113,1,114618
1114,1,114630
1115,3,114643
1116,1,114657
1117,1,114659
1118,1,114678
1119,1,114698
1120,3,114707
1121,3,114710
1122,2,114756
1123,1,114763
1124,1,114778
1125,1,114795
1126,3,114818
1127,1,114820
1128,2,114826
1129,1,114827
1130,2,114835
1131,1,114849
1132,2,114855
1133,1,114881
1134,2,114885
1135,1,114934
1136,1,114942
1137,1,114951
1138,1,114952
1139,1,114953
1140,0,114957
1141,1,114966
1142,1,114967
1143,1,114974
1144,1,114986
1145,3,115003
1146,1,115005
1147,1,115012
1148,1,115034
1149,1,115044
1150,1,115045
1151,1,115046
1152,3,115060
1153,1,115092
1154,0,115106
1155,1,115108
1156,1,115111
1157,1,115120
1158,1,115124
1159,1,115125
1160,3,115169
1161,3,115177
1162,3,115192
1163,1,115213
1164,1,115223
1165,1,115231
1166,1,115247
1167,1,115253
1168,1,115270
1169,3,115276
1170,1,115292
1171,1,115305
1172,1,115306
1173,1,115330
1174,1,115339
1175,3,115352
1176,2,115370
1177,2,115371
1178,1,115389
1179,1,115407
1180,1,115415
1181,1,115417
1182,1,115438
1183,0,115461
1184,1,115465
1185,1,115484
1186,3,115501
1187,3,115522
1188,3,115533
1189,3,115542
1190,1,115548
1191,1,115550
1192,2,115551
1193,3,115600
1194,3,115611
1195,3,115621
1196,2,115632
1197,1,115670
1198,3,115687
1199,3,115708
1200,1,115748
1201,1,115754
1202,1,115777
1203,1,115804
1204,3,115808
1205,1,115826
1206,1,115840
1207,1,115865
1208,0,115880
1209,3,115885
1210,1,115895
1211,1,115907
1212,1,115930
1213,1,115935
1214,1,115980
1215,3,115988
1216,1,116028
1217,1,116051
1218,1,116066
1219,1,116070
1220,1,116072
1221,1,116091
1222,1,116117
1223,1,116118
1224,1,116120
1225,3,116123
1226,3,116147
1227,3,116153
1228,1,116175
1229,1,116187
1230,3,116209
1231,2,116237
1232,2,116262
1233,1,116278
1234,1,116290
1235,0,116352
1236,1,116356
1237,0,116357
1238,1,116376
1239,1,116379
1240,2,116405
1241,3,116421
1242,1,116432
1243,2,116445
1244,1,116449
1245,1,116453
1246,3,116458
1247,1,116461
1248,1,116497
1249,3,116498
1250,1,116502
1251,3,116513
1252,1,116515
1253,1,116520
1254,1,116565
1255,3,116575
1256,1,116588
1257,3,116593
1258,1,116610
1259,1,116621
1260,1,116626
1261,1,116636
1262,1,116669
1263,1,116670
1264,1,116679
1265,1,116680
1266,1,116696
1267,1,116730
1268,3,116738
1269,1,116754
1270,1,116773
1271,3,116792
1272,3,116806
1273,3,116813
1274,2,116827
1275,2,116861
1276,1,116882
1277,1,116889
1278,2,116898
1279,3,116917
1280,1,116924
1281,3,116955
1282,1,116980
1283,1,117001
1284,3,117007
1285,1,117038
1286,3,117064
1287,1,117071
1288,2,117104
1289,1,117112
1290,2,117122
1291,1,117129
1292,1,117143
1293,2,117150
1294,3,117154
1295,2,117170
1296,1,117204
1297,1,117231
1298,1,117233
1299,1,117266
1300,3,117278
1301,3,117283
1302,1,117287
1303,1,117297
1304,1,117317
1305,1,117323
1306,1,117350
1307,3,117352
1308,1,117354
1309,1,117363
1310,3,117364
1311,1,117370
1312,0,117378
1313,1,117386
1314,1,117394
1315,1,117402
1316,1,117427
1317,2,117439
1318,3,117459
1319,1,117463
1320,1,117479
1321,1,117484
1322,2,117488
1323,1,117491
1324,1,117523
1325,1,117525
1326,1,117527
1327,2,117552
1328,3,117560
1329,3,117561
1330,2,117571
1331,2,117587
1332,2,117596
1333,3,117604
1334,1,117611
1335,1,117614
1336,1,117650
1337,2,117652
1338,3,117654
1339,1,117670
1340,3,117684
1341,3,117707
1342,3,117712
1343,1,117717
1344,1,117718
1345,2,117723
1346,1,117750
1347,3,117751
1348,3,117765
1349,3,117778
1350,3,117784
1351,1,117787
1352,1,117794
1353,2,117818
1354,1,117850
1355,0,117861
1356,1,117877
1357,3,117890
1358,1,117903
1359,1,117920
1360,1,117922
1361,1,117938
1362,2,117944
1363,1,117966
1364,2,117974
1365,1,117986
1366,0,117997
1367,3,118007
1368,3,118010
1369,2,118012
1370,3,118032
1371,1,118036
1372,1,118040
1373,1,118062
1374,1,118068
1375,1,118076
1376,3,118088
1377,2,118090
1378,1,118093
1379,1,118105
1380,2,118106
1381,1,118144
1382,2,118151
1383,3,118152
1384,3,118179
1385,1,118208
1386,1,118254
1387,1,118266
1388,3,118276
1389,3,118281
1390,1,118282
1391,2,118311
1392,1,118322
1393,1,118323
1394,1,118327
1395,3,118332
1396,1,118334
1397,1,118335
1398,2,118350
1399,1,118370
1400,1,118376
1401,1,118383
1402,1,118393
1403,2,118396
1404,1,118409
1405,1,118415
1406,1,118434
1407,1,118443
1408,3,118454
1409,1,118457
1410,1,118467
1411,3,118468
1412,1,118481
1413,0,118489
1414,1,118492
1415,3,118497
1416,3,118506
1417,2,118509
1418,2,118519
1419,1,118524
1420,3,118538
1421,2,118554
1422,1,118602
1423,2,118624
1424,3,118652
1425,1,118677
1426,1,118691
1427,1,118715
1428,2,118719
1429,3,118726
1430,1,118735
1431,2,118746
1432,3,118760
1433,1,118761
1434,1,118768
1435,3,118774
1436,3,118803
1437,1,118829
1438,1,118841
1439,1,118858
1440,1,118880
1441,3,118896
1442,1,118927
1443,1,118964
1444,1,118985
1445,3,118993
1446,2,119077
1447,1,119080
1448,2,119105
1449,3,119114
1450,2,119124
1451,3,119149
1452,1,119174
1453,3,119208
1454,2,119213
1455,2,119218
1456,1,119225
1457,2,119255
1458,1,119282
1459,1,119291
1460,2,119295
1461,2,119300
1462,1,119303
1463,1,119310
1464,0,119314
1465,1,119323
1466,3,119325
1467,1,119327
1468,2,119330
1469,1,119343
1470,3,119364
1471,0,119382
1472,1,119383
1473,1,119388
1474,1,119390
1475,3,119394
1476,1,119417
1477,3,119422
1478,1,119426
1479,1,119429
1480,1,119478
1481,1,119489
1482,1,119505
1483,1,119520
1484,2,119523
1485,1,119537
1486,1,119539
1487,1,119540
1488,2,119542
1489,0,119543
1490,2,119546
1491,1,119547
1492,1,119566
1493,2,119595
1494,1,119601
1495,3,119606
1496,1,119617
1497,1,119619
1498,3,119620
1499,3,119622
1500,2,119623
1501,2,119645
1502,1,119646
1503,3,119667
1504,3,119685
1505,2,119706
1506,1,119718
1507,3,119722
1508,3,119742
1509,2,119756
1510,3,119782
1511,1,119810
1512,3,119834
1513,1,119844
1514,1,119847
1515,1,119849
1516,2,119854
1517,0,119855
1518,3,119862
1519,2,119863
1520,1,119864
1521,1,119865
1522,1,119877
1523,3,119882
1524,1,119885
1525,0,119902
1526,1,119904
1527,2,119921
1528,1,119925
1529,1,119934
1530,1,119936
1531,1,119942
1532,1,119966
1533,1,119975
1534,3,119987
1535,1,119988
1536,1,119989
1537,3,119992
1538,1,119995
1539,1,120003
1540,1,120005
1541,3,120007
1542,3,120027
1543,1,120029
1544,1,120041
1545,0,120056
1546,2,120064
1547,1,120092
1548,3,120109
1549,3,120119
1550,1,120133
1551,1,120164
1552,3,120174
1553,1,120181
1554,1,120189
1555,3,120194
1556,0,120197
1557,1,120215
1558,1,120219
1559,1,120232
1560,1,120238
1561,2,120242
1562,3,120268
1563,3,120270
1564,2,120292
1565,0,120298
1566,1,120302
1567,1,120305
1568,2,120341
1569,1,120360
1570,3,120364
1571,0,120367
1572,1,120391
1573,2,120395
1574,3,120398
1575,3,120399
1576,2,120411
1577,1,120422
1578,2,120432
1579,2,120442
1580,1,120456
1581,1,120480
1582,1,120489
1583,1,120491
1584,1,120498
1585,3,120506
1586,0,120510
1587,3,120513
1588,3,120521
1589,2,120533
1590,1,120535
1591,1,120556
1592,3,120567
1593,3,120589
1594,3,120592
1595,1,120608
1596,1,120611
1597,1,120617
1598,1,120618
1599,0,120628
1600,1,120639
1601,3,120641
1602,1,120649
1603,3,120652
1604,1,120656
1605,1,120668
1606,1,120690
1607,3,120693
1608,0,120702
1609,1,120708
1610,3,120714
1611,1,120724
1612,3,120734
1613,1,120744
1614,1,120752
1615,3,120773
1616,3,120779
1617,1,120785
1618,1,120795
1619,3,120798
1620,3,120815
1621,1,120832
1622,2,120839
1623,3,120857
1624,1,120858
1625,3,120859
1626,3,120869
1627,1,120879
1628,1,120889
1629,1,120891
1630,0,120917
1631,1,120940
1632,1,120948
1633,3,120977
1634,1,120989
1635,1,120993
1636,1,121017
1637,3,121034
1638,1,121060
1639,2,121091
1640,3,121093
1641,1,121108
1642,1,121115
1643,1,121126
1644,3,121146
1645,1,121152
1646,3,121168
1647,3,121194
1648,2,121201
1649,3,121203
1650,1,121211
1651,1,121213
1652,1,121220
1653,1,121235
1654,3,121240
1655,2,121243
1656,1,121247
1657,3,121273
1658,1,121285
1659,1,121286
1660,1,121299
1661,1,121300
1662,3,121331
1663,1,121335
1664,1,121366
1665,3,121382
1666,1,121401
1667,3,121418
1668,1,121420
1669,1,121428
1670,3,121443
1671,1,121459
1672,3,121464
1673,2,121481
1674,3,121487
1675,1,121497
1676,1,121506
1677,1,121507
1678,1,121511
1679,1,121517
1680,2,121528
1681,1,121534
1682,2,121564
1683,1,121577
1684,1,121579
1685,1,121590
1686,3,121592
1687,1,121602
1688,2,121608
1689,3,121610
1690,2,121614
1691,2,121623
1692,1,121632
1693,1,121647
1694,1,121655
1695,2,121656
1696,1,121660
1697,3,121670
1698,1,121684
1699,2,121695
1700,1,121725
1701,1,121733
1702,1,121745
1703,3,121756
1704,3,121772
1705,1,121776
1706,3,121779
1707,1,121802
1708,0,121805
1709,1,121830
1710,2,121839
1711,2,121840
1712,1,121845
1713,1,121850
1714,3,121862
1715,1,121869
1716,2,121885
1717,2,121899
1718,0,121939
1719,1,121947
1720,1,121952
1721,1,121959
1722,2,121963
1723,1,121964
1724,1,121972
1725,2,121978
1726,3,121983
1727,3,122003
1728,1,122005
1729,1,122025
1730,1,122032
1731,1,122035
1732,1,122037
1733,3,122052
1734,1,122061
1735,3,122064
1736,3,122071
1737,3,122072
1738,1,122080
1739,1,122088
1740,3,122098
1741,1,122099
1742,2,122116
1743,1,122126
1744,3,122139
1745,1,122144
1746,2,122148
1747,1,122152
1748,2,122161
1749,3,122168
1750,1,122183
1751,1,122199
1752,3,122206
1753,1,122210
1754,3,122211
1755,1,122221
1756,1,122231
1757,1,122240
1758,2,122262
1759,1,122268
1760,1,122290
1761,3,122316
1762,3,122329
1763,1,122338
1764,1,122381
1765,3,122382
1766,1,122415
1767,1,122419
1768,1,122420
1769,1,122431
1770,1,122433
1771,1,122443
1772,1,122445
1773,1,122456
1774,1,122459
1775,1,122466
1776,3,122471
1777,1,122472
1778,1,122475
1779,1,122478
1780,2,122487
1781,1,122500
1782,3,122519
1783,1,122532
1784,1,122535
1785,1,122536
1786,2,122578
1787,1,122588
1788,2,122601
1789,3,122602
1790,3,122614
1791,2,122628
1792,2,122630
1793,1,122642
1794,1,122654
1795,1,122673
1796,0,122683
1797,2,122695
1798,3,122696
1799,1,122701
1800,1,122708
1801,1,122710
1802,1,122736
1803,3,122745
1804,2,122746
1805,1,122757
1806,3,122761
1807,3,122769
1808,2,122771
1809,1,122779
1810,1,122786
1811,1,122792
1812,1,122796
1813,2,122799
1814,2,122800
1815,0,122813
1816,1,122829
1817,1,122850
1818,2,122870
1819,1,122887
1820,1,122897
1821,1,122901
1822,3,122907
1823,1,122923
1824,3,122929
1825,2,122932
1826,3,122944
1827,2,122956
1828,1,122967
1829,2,122970
1830,2,122997
1831,1,122998
1832,1,123009
1833,1,123025
1834,1,123027
1835,3,123033
1836,3,123040
1837,0,123047
1838,1,123052
1839,2,123062
1840,3,123086
1841,1,123100
1842,1,123103
1843,2,123105
1844,3,123113
1845,1,123115
1846,3,123129
1847,3,123148
1848,1,123164
1849,2,123175
1850,1,123177
1851,1,123181
1852,0,123210
1853,1,123216
1854,1,123221
1855,1,123225
1856,1,123233
1857,1,123238
1858,2,123245
1859,1,123263
1860,1,123277
1861,3,123283
1862,1,123285
1863,3,123298
1864,1,123304
1865,1,123310
1866,3,123335
1867,3,123336
1868,3,123343
1869,1,123345
1870,1,123349
1871,1,123359
1872,2,123366
